ID,ParentID,Radial distance,Angle,Cluster size,Species,Cue,Observer,CSLow,CSHigh,OnWater,Aspect,Sightability,KWTransRes
822,109,70.31421666,2,1,g,,oa,,,w,,2,
823,109,746.3382778,292,1,g,,mm,,,w,,1,
824,109,27.98768542,270,1,g,,mm,,,w,,1,
825,109,1977.587343,36,3,h,3,oa,3,4,w,2,2,
826,109,100.6036217,270,1,h,1,mf,1,1,w,1,2,
827,109,2526.917161,3,4,h,3,oa,4,4,w,1,2,
828,109,2332.307118,4,2,h,3,mm,2,2,w,2,2,
829,109,848.959791,33,2,h,1,mm,2,2,w,2,2,
830,109,1810.865191,352,1,h,1,mf,1,1,w,2,1,
831,109,1318.391562,0,1,h,1,oa,1,1,w,1,1,
832,109,2397.611718,347,2,h,1,mm,2,3,w,1,1,
833,109,422.9839596,7,2,hp,3,oa,2,2,w,1,2,
834,109,792.9844202,49,35,hs,1,mm,30,40,l,5,2,
835,110,251.8891688,317,1,f,1,mm,1,1,w,1,2,
836,110,223,59,1,f,3,mf,1,1,w,3,2,
837,110,4252.906153,289,1,f,3,sf,1,1,w,5,2,
838,110,1701.162461,323,2,f,3,sf,2,2,w,5,2,
839,110,107.0546253,278,1,f,1,rw,1,1,w,2,2,
840,110,107.0546253,278,1,f,1,rw,1,1,w,2,2,
871,110,2500,72,15,pw,2,oa,10,20,w,2,2,
872,110,121.2799701,334,2,pw,1,mm,1,2,w,2,2,
873,110,519.6660075,58,3,pw,1,oa,3,5,w,1,2,
874,110,2112.676056,344,3,pw,2,mf,2,4,w,3,2,
875,110,45.74983988,81,4,pw,1,rw,4,6,w,1,2,
876,110,45.74983988,81,4,pw,1,rw,4,6,w,1,2,
877,110,708.8176921,279,2,pw,2,sf,2,6,w,1,2,
878,110,708.8176921,279,2,pw,2,sf,2,6,w,1,2,
879,110,858.2890195,308,3,pw,2,mm,3,5,w,2,2,
880,110,1200,283,1,pw,2,sf,1,2,w,2,2,
881,110,500,283,10,pw,2,sf,2,20,w,2,2,
882,110,1389,281,50,pw,2,rw,40,60,w,5,2,
883,110,1852,290,150,pw,2,rw,100,200,w,5,2,
884,110,65.87976942,39,1,s,1,rw,1,1,w,3,1,
885,110,19.21493275,314,1,s,1,rw,1,1,w,5,1,
886,110,1021.753461,43,1,sei,3,oa,1,1,w,1,2,
887,110,425.2906153,312,1,u.lgwhale,1,sf,1,1,w,5,2,
888,110,4252.906153,17,1,u.lgwhale,3,sf,1,1,w,5,2,
889,111,184.2925999,266,1,dp,1,gh,1,1,w,1,1,
890,111,700,264,2,dp,1,oa,2,4,w,2,1,
891,111,37.31691389,311,2,dp,1,mm,2,3,w,1,1,
892,111,988.7936717,47,2,dp,1,oa,1,3,w,5,2,
893,111,1800,3,2,f,3,mm,2,2,w,2,2,
894,111,630,133,2,f,1,rw,2,2,w,1,2,
895,111,457.4983988,220,2,f,1,rw,2,2,w,2,2,
896,111,100.6496477,0,1,f,1,rw,1,1,w,1,2,
897,111,1000,111,1,f,3,sf,1,1,w,4,2,
898,111,800,44,8,f,3,team,8,8,w,5,2,
899,111,2500,48,2,h,2,oa,2,3,w,5,2,
900,111,1000,345,2,h,1,gh,2,2,w,2,2,
931,111,800,44,80,pw,2,team,60,100,w,5,2,
932,111,4.574983988,90,1,s,1,rw,1,1,w,2,2,
933,112,420,257,1,dp,1,sf,1,1,w,2,2,
934,112,39.34486229,260,1,g,,rw,,,w,,3,
935,112,1500,12,1,h,2,mm,1,2,w,1,3,
936,112,3076.246979,299,1,h,3,oa,1,1,w,5,3,
937,112,4122.170951,356,1,h,3,oa,1,1,w,3,3,
938,112,1006.496477,345,2,h,3,rw,2,2,w,5,3,
939,112,2197.31927,321,1,h,3,oa,1,1,w,5,3,
940,112,347,111,10,hs,1,mm,9,12,l,5,2,
941,112,1106.639839,47,8,hs,1,mf,7,9,l,5,2,
942,112,1500,121,1,hs,1,sf,1,1,w,4,2,
943,112,292.7989752,338,1,mm,2,rw,1,1,w,2,2,
944,112,32.95978906,4,1,s,1,oa,1,1,w,4,3,
945,112,12.75871846,92,1,s,1,sf,1,1,w,2,2,
946,112,80.20215337,73,1,s,1,oa,1,1,w,4,2,
947,112,17.7255341,19,1,s,1,mm,1,1,w,2,2,
948,112,19.59137979,21,1,s,1,mm,1,1,w,4,3,
949,112,36.85851999,26,1,s,1,sf,1,1,w,4,3,
950,112,33.5852225,36,1,s,1,mm,1,1,w,4,3,
951,112,45.36433229,32,1,s,1,sf,1,1,w,4,3,
952,112,21.45722549,23,1,s,1,mm,1,1,w,1,3,
953,112,73.1997438,80,1,s,1,rw,1,1,w,1,3,
954,112,64.04977583,340,1,s,1,rw,1,1,w,1,3,
955,112,24.25599403,48,1,s,1,mm,1,1,w,3,3,
956,112,29.27989752,28,1,s,1,rw,1,1,w,3,3,
957,112,24.70491353,308,1,s,1,rw,1,1,w,3,3,
958,112,49.40982707,0,1,s,1,rw,1,1,w,1,3,
959,112,26.12183972,94,1,s,1,mm,1,1,w,3,3,
960,112,1800,62,2,u.lgwhale,3,mm,2,2,w,5,3,
991,113,69.96921355,36,1,s,1,mm,1,1,w,2,2,
992,113,38.45308723,287,1,s,1,oa,1,1,w,1,2,
993,113,175.6793851,94,1,s,1,rw,1,1,w,5,2,
994,113,425.2906153,11,1,s,1,gh,1,1,w,3,2,
995,113,120.7243461,283,1,s,1,mf,1,1,w,1,2,
996,113,7.088176921,9,1,s,1,sf,1,1,w,3,2,
997,113,123.5245677,278,1,ssl,1,rw,1,1,w,2,2,
998,113,15.09054326,55,1,u,2,mf,1,1,w,5,1,
999,114,118.9495837,24,1,dp,1,rw,1,1,w,3,4,
1000,114,30.76246979,323,1,g,,oa,1,1,w,,3,
1001,114,10.26215132,342,1,g,,mm,1,1,w,,2,
1002,114,401.0107669,54,1,hp,1,oa,1,1,w,3,2,
1003,114,375.148687,314,1,m,2,rw,1,1,w,1,2,
1004,114,75,78,1,mm,1,rw,1,1,w,1,3,
1005,114,27.44990393,0,1,mm,1,rw,1,1,w,2,2,
1006,114,40.24144869,321,1,mm,1,mf,1,1,w,1,2,
1007,114,11.89495837,0,1,s,1,rw,1,1,w,1,2,
1008,114,6.530459931,274,1,s,1,mm,1,1,w,1,2,
1009,114,24.70491353,314,1,s,1,rw,1,1,w,2,2,
1010,114,56.72980145,333,1,s,1,rw,1,1,w,3,3,
1011,114,16.79261125,348,1,s,1,mm,1,1,w,1,1,
1012,114,90.54325956,111,1,s,1,mf,1,1,w,2,4,
1013,114,32.02488791,342,1,s,1,rw,1,1,w,2,4,
1014,114,7.690617447,3,1,s,1,oa,1,1,w,3,4,
1015,114,587.7413938,299,1,so,1,mm,1,1,w,1,2,
1016,114,342.7818062,298,1,so,1,oa,1,1,w,1,2,
1017,114,58.22896067,17,1,ssl,1,oa,1,1,w,3,2,
1018,115,23,97,1,g,,rw,1,1,w,,2,
1019,115,17.38493915,50,1,g,,rw,1,1,w,,2,
1020,115,9.149967975,359,1,g,,rw,1,1,w,,2,
1051,120,28.35270768,47,1,g,,gh,,,w,,2,
1052,120,142.8257526,353,1,g,,oa,,,w,,2,
1053,120,27.98768542,50,1,g,,mm,,,w,,3,
